# Generated by tools/generate_similar_kanji_tsv.py
# Source: Kiku apps/docs/public/_kiku_db_main.tar
# Kiku commit: 68c4d00e8c2d8a61f8714c8c8075b1451ca3f77d
# Shape: KanjiInfoCompact[8] visuallySimilar
kanji_a	kanji_b	source
玄	系	kiku:wk-visually-similar
珍	診	kiku:wk-visually-similar
現	理	kiku:wk-visually-similar
現	規	kiku:wk-visually-similar
理	里	kiku:wk-visually-similar
環	還	kiku:wk-visually-similar
生	矢	kiku:wk-visually-similar
由	甲	kiku:wk-visually-similar
由	申	kiku:wk-visually-similar
甲	申	kiku:wk-visually-similar
畑	細	kiku:wk-visually-similar
留	貿	kiku:wk-visually-similar
畜	蓄	kiku:wk-visually-similar
異	黄	kiku:wk-visually-similar
疫	穀	kiku:wk-visually-similar
疲	病	kiku:wk-visually-similar
疲	皮	kiku:wk-visually-similar
疲	破	kiku:wk-visually-similar
疲	被	kiku:wk-visually-similar
疾	痴	kiku:wk-visually-similar
癖	避	kiku:wk-visually-similar
発	登	kiku:wk-visually-similar
百	頁	kiku:wk-visually-similar
的	約	kiku:wk-visually-similar
的	釣	kiku:wk-visually-similar
皆	習	kiku:wk-visually-similar
皆	陛	kiku:wk-visually-similar
皆	階	kiku:wk-visually-similar
皮	破	kiku:wk-visually-similar
皮	被	kiku:wk-visually-similar
皿	血	kiku:wk-visually-similar
盗	盛	kiku:wk-visually-similar
盟	監	kiku:wk-visually-similar
監	覧	kiku:wk-visually-similar
直	県	kiku:wk-visually-similar
直	置	kiku:wk-visually-similar
相	祖	kiku:wk-visually-similar
相	租	kiku:wk-visually-similar
相	粗	kiku:wk-visually-similar
相	組	kiku:wk-visually-similar
相	阻	kiku:wk-visually-similar
眉	肩	kiku:wk-visually-similar
看	着	kiku:wk-visually-similar
眠	眼	kiku:wk-visually-similar
眠	良	kiku:wk-visually-similar
眠	退	kiku:wk-visually-similar
眠	郎	kiku:wk-visually-similar
眠	限	kiku:wk-visually-similar
眼	良	kiku:wk-visually-similar
眼	退	kiku:wk-visually-similar
眼	郎	kiku:wk-visually-similar
眼	限	kiku:wk-visually-similar
睡	郵	kiku:wk-visually-similar
瞬	隣	kiku:wk-visually-similar
瞳	童	kiku:wk-visually-similar
矯	稿	kiku:wk-visually-similar
砂	秒	kiku:wk-visually-similar
砕	粋	kiku:wk-visually-similar
砲	胞	kiku:wk-visually-similar
砲	飽	kiku:wk-visually-similar
破	被	kiku:wk-visually-similar
確	稚	kiku:wk-visually-similar
確	維	kiku:wk-visually-similar
確	誰	kiku:wk-visually-similar
確	進	kiku:wk-visually-similar
確	雄	kiku:wk-visually-similar
確	雅	kiku:wk-visually-similar
確	雑	kiku:wk-visually-similar
確	離	kiku:wk-visually-similar
確	難	kiku:wk-visually-similar
社	祉	kiku:wk-visually-similar
祈	祝	kiku:wk-visually-similar
祖	租	kiku:wk-visually-similar
祖	粗	kiku:wk-visually-similar
祖	組	kiku:wk-visually-similar
祖	阻	kiku:wk-visually-similar
祝	視	kiku:wk-visually-similar
神	禅	kiku:wk-visually-similar
神	紳	kiku:wk-visually-similar
神	袖	kiku:wk-visually-similar
祭	際	kiku:wk-visually-similar
禁	襟	kiku:wk-visually-similar
禍	過	kiku:wk-visually-similar
禍	鍋	kiku:wk-visually-similar
秀	誘	kiku:wk-visually-similar
秀	透	kiku:wk-visually-similar
租	粗	kiku:wk-visually-similar
租	組	kiku:wk-visually-similar
租	阻	kiku:wk-visually-similar
税	脱	kiku:wk-visually-similar
税	説	kiku:wk-visually-similar
税	鋭	kiku:wk-visually-similar
稚	維	kiku:wk-visually-similar
稚	誰	kiku:wk-visually-similar
稚	進	kiku:wk-visually-similar
稚	雄	kiku:wk-visually-similar
稚	雅	kiku:wk-visually-similar
稚	雑	kiku:wk-visually-similar
稚	離	kiku:wk-visually-similar
稚	難	kiku:wk-visually-similar
穂	穏	kiku:wk-visually-similar
穂	錬	kiku:wk-visually-similar
積	績	kiku:wk-visually-similar
積	請	kiku:wk-visually-similar
積	責	kiku:wk-visually-similar
穏	隠	kiku:wk-visually-similar
穫	護	kiku:wk-visually-similar
究	空	kiku:wk-visually-similar
究	突	kiku:wk-visually-similar
空	突	kiku:wk-visually-similar
章	童	kiku:wk-visually-similar
章	重	kiku:wk-visually-similar
童	重	kiku:wk-visually-similar
筋	節	kiku:wk-visually-similar
筒	簡	kiku:wk-visually-similar
箸	著	kiku:wk-visually-similar
篤	馬	kiku:wk-visually-similar
篤	鳥	kiku:wk-visually-similar
簿	薄	kiku:wk-visually-similar
簿	藩	kiku:wk-visually-similar
粉	粒	kiku:wk-visually-similar
粉	紛	kiku:wk-visually-similar
粋	酔	kiku:wk-visually-similar
粗	組	kiku:wk-visually-similar
粗	阻	kiku:wk-visually-similar
粘	貼	kiku:wk-visually-similar
粧	糖	kiku:wk-visually-similar
精	請	kiku:wk-visually-similar
精	靖	kiku:wk-visually-similar
精	静	kiku:wk-visually-similar
紀	起	kiku:wk-visually-similar
約	釣	kiku:wk-visually-similar
紅	虹	kiku:wk-visually-similar
純	鈍	kiku:wk-visually-similar
紙	舐	kiku:wk-visually-similar
紙	邸	kiku:wk-visually-similar
素	索	kiku:wk-visually-similar
紡	肪	kiku:wk-visually-similar
紡	訪	kiku:wk-visually-similar
紡	防	kiku:wk-visually-similar
紫	緊	kiku:wk-visually-similar
紫	繁	kiku:wk-visually-similar
紫	繋	kiku:wk-visually-similar
組	阻	kiku:wk-visually-similar
経	絡	kiku:wk-visually-similar
経	軽	kiku:wk-visually-similar
結	絡	kiku:wk-visually-similar
結	給	kiku:wk-visually-similar
結	続	kiku:wk-visually-similar
結	緒	kiku:wk-visually-similar
結	詰	kiku:wk-visually-similar
絞	締	kiku:wk-visually-similar
絞	較	kiku:wk-visually-similar
絞	郊	kiku:wk-visually-similar
絡	続	kiku:wk-visually-similar
給	絵	kiku:wk-visually-similar
統	続	kiku:wk-visually-similar
統	読	kiku:wk-visually-similar
統	銃	kiku:wk-visually-similar
続	読	kiku:wk-visually-similar
続	銃	kiku:wk-visually-similar
維	誰	kiku:wk-visually-similar
維	進	kiku:wk-visually-similar
維	雄	kiku:wk-visually-similar
維	雅	kiku:wk-visually-similar
維	雑	kiku:wk-visually-similar
維	離	kiku:wk-visually-similar
維	難	kiku:wk-visually-similar
綱	網	kiku:wk-visually-similar
綱	鋼	kiku:wk-visually-similar
綾	陵	kiku:wk-visually-similar
綿	緑	kiku:wk-visually-similar
綿	線	kiku:wk-visually-similar
綿	縁	kiku:wk-visually-similar
綿	錦	kiku:wk-visually-similar
緊	繁	kiku:wk-visually-similar
緊	繋	kiku:wk-visually-similar
緑	線	kiku:wk-visually-similar
緑	縁	kiku:wk-visually-similar
緑	録	kiku:wk-visually-similar
緒	諸	kiku:wk-visually-similar
線	縁	kiku:wk-visually-similar
線	錦	kiku:wk-visually-similar
締	諦	kiku:wk-visually-similar
編	雇	kiku:wk-visually-similar
練	縛	kiku:wk-visually-similar
練	錬	kiku:wk-visually-similar
練	陣	kiku:wk-visually-similar
練	陳	kiku:wk-visually-similar
縁	録	kiku:wk-visually-similar
縛	錬	kiku:wk-visually-similar
縛	陳	kiku:wk-visually-similar
縫	蜂	kiku:wk-visually-similar
績	責	kiku:wk-visually-similar
繁	繋	kiku:wk-visually-similar
織	職	kiku:wk-visually-similar
織	識	kiku:wk-visually-similar
罪	非	kiku:wk-visually-similar
署	著	kiku:wk-visually-similar
群	詳	kiku:wk-visually-similar
群	鮮	kiku:wk-visually-similar
義	議	kiku:wk-visually-similar
翌	習	kiku:wk-visually-similar
習	陛	kiku:wk-visually-similar
習	階	kiku:wk-visually-similar
翔	翻	kiku:wk-visually-similar
老	考	kiku:wk-visually-similar
聞	閉	kiku:wk-visually-similar
聞	開	kiku:wk-visually-similar
聞	閑	kiku:wk-visually-similar
聞	間	kiku:wk-visually-similar
聞	関	kiku:wk-visually-similar
聞	閣	kiku:wk-visually-similar
聡	聴	kiku:wk-visually-similar
職	識	kiku:wk-visually-similar
肌	飢	kiku:wk-visually-similar
肝	軒	kiku:wk-visually-similar
股	設	kiku:wk-visually-similar
肢	鼓	kiku:wk-visually-similar
肪	訪	kiku:wk-visually-similar
肪	防	kiku:wk-visually-similar
肯	育	kiku:wk-visually-similar
肯	背	kiku:wk-visually-similar
育	背	kiku:wk-visually-similar
胞	飽	kiku:wk-visually-similar
胴	詞	kiku:wk-visually-similar
胴	銅	kiku:wk-visually-similar
胴	阿	kiku:wk-visually-similar
胴	飼	kiku:wk-visually-similar
胸	脳	kiku:wk-visually-similar
脱	説	kiku:wk-visually-similar
脱	鋭	kiku:wk-visually-similar
腸	陽	kiku:wk-visually-similar
腹	複	kiku:wk-visually-similar
膚	虜	kiku:wk-visually-similar
臓	蔵	kiku:wk-visually-similar
臭	莫	kiku:wk-visually-similar
航	般	kiku:wk-visually-similar
航	舶	kiku:wk-visually-similar
航	船	kiku:wk-visually-similar
般	船	kiku:wk-visually-similar
舶	船	kiku:wk-visually-similar
舶	迫	kiku:wk-visually-similar
艦	鑑	kiku:wk-visually-similar
良	退	kiku:wk-visually-similar
良	郎	kiku:wk-visually-similar
良	限	kiku:wk-visually-similar
良	食	kiku:wk-visually-similar
色	角	kiku:wk-visually-similar
苛	荷	kiku:wk-visually-similar
苛	詞	kiku:wk-visually-similar
苛	阿	kiku:wk-visually-similar
苛	飼	kiku:wk-visually-similar
若	苦	kiku:wk-visually-similar
苦	草	kiku:wk-visually-similar
苦	著	kiku:wk-visually-similar
茶	菜	kiku:wk-visually-similar
荷	詞	kiku:wk-visually-similar
荷	阿	kiku:wk-visually-similar
荷	飼	kiku:wk-visually-similar
莫	菓	kiku:wk-visually-similar
落	薬	kiku:wk-visually-similar
薄	藩	kiku:wk-visually-similar
虎	虚	kiku:wk-visually-similar
蜂	隆	kiku:wk-visually-similar
蜜	蟹	kiku:wk-visually-similar
融	隔	kiku:wk-visually-similar
街	衝	kiku:wk-visually-similar
衣	表	kiku:wk-visually-similar
表	裏	kiku:wk-visually-similar
表	麦	kiku:wk-visually-similar
袋	裂	kiku:wk-visually-similar
袋	装	kiku:wk-visually-similar
袋	製	kiku:wk-visually-similar
袖	軸	kiku:wk-visually-similar
裁	装	kiku:wk-visually-similar
裁	製	kiku:wk-visually-similar
裁	載	kiku:wk-visually-similar
裂	装	kiku:wk-visually-similar
裂	製	kiku:wk-visually-similar
装	製	kiku:wk-visually-similar
装	載	kiku:wk-visually-similar
裕	谷	kiku:wk-visually-similar
裕	鉛	kiku:wk-visually-similar
製	載	kiku:wk-visually-similar
見	覚	kiku:wk-visually-similar
見	貝	kiku:wk-visually-similar
規	視	kiku:wk-visually-similar
規	親	kiku:wk-visually-similar
視	親	kiku:wk-visually-similar
覧	賢	kiku:wk-visually-similar
訂	計	kiku:wk-visually-similar
計	討	kiku:wk-visually-similar
計	許	kiku:wk-visually-similar
討	許	kiku:wk-visually-similar
訓	順	kiku:wk-visually-similar
訪	防	kiku:wk-visually-similar
許	評	kiku:wk-visually-similar
許	詳	kiku:wk-visually-similar
訳	駅	kiku:wk-visually-similar
評	詳	kiku:wk-visually-similar
詞	調	kiku:wk-visually-similar
詞	銅	kiku:wk-visually-similar
詞	阿	kiku:wk-visually-similar
詞	飼	kiku:wk-visually-similar
詰	誌	kiku:wk-visually-similar
詰	請	kiku:wk-visually-similar
詰	諸	kiku:wk-visually-similar
話	語	kiku:wk-visually-similar
誌	諸	kiku:wk-visually-similar
誓	警	kiku:wk-visually-similar
説	鋭	kiku:wk-visually-similar
読	銃	kiku:wk-visually-similar
誰	進	kiku:wk-visually-similar
誰	雄	kiku:wk-visually-similar
誰	雅	kiku:wk-visually-similar
誰	雑	kiku:wk-visually-similar
誰	離	kiku:wk-visually-similar
誰	難	kiku:wk-visually-similar
調	週	kiku:wk-visually-similar
請	靖	kiku:wk-visually-similar
請	静	kiku:wk-visually-similar
論	諭	kiku:wk-visually-similar
論	輪	kiku:wk-visually-similar
論	輸	kiku:wk-visually-similar
諭	輪	kiku:wk-visually-similar
諭	輸	kiku:wk-visually-similar
謙	譲	kiku:wk-visually-similar
講	購	kiku:wk-visually-similar
謝	識	kiku:wk-visually-similar
警	驚	kiku:wk-visually-similar
谷	鉛	kiku:wk-visually-similar
豚	隊	kiku:wk-visually-similar
貝	負	kiku:wk-visually-similar
貝	頁	kiku:wk-visually-similar
負	頁	kiku:wk-visually-similar
負	魚	kiku:wk-visually-similar
貨	貸	kiku:wk-visually-similar
貨	貿	kiku:wk-visually-similar
貨	賀	kiku:wk-visually-similar
貨	賃	kiku:wk-visually-similar
貨	資	kiku:wk-visually-similar
貨	贅	kiku:wk-visually-similar
販	賑	kiku:wk-visually-similar
販	返	kiku:wk-visually-similar
販	阪	kiku:wk-visually-similar
販	飯	kiku:wk-visually-similar
責	貴	kiku:wk-visually-similar
責	青	kiku:wk-visually-similar
貴	青	kiku:wk-visually-similar
貸	貿	kiku:wk-visually-similar
貸	賀	kiku:wk-visually-similar
貸	賃	kiku:wk-visually-similar
貸	資	kiku:wk-visually-similar
貸	贅	kiku:wk-visually-similar
貼	賂	kiku:wk-visually-similar
貿	賀	kiku:wk-visually-similar
貿	資	kiku:wk-visually-similar
貿	贅	kiku:wk-visually-similar
賀	資	kiku:wk-visually-similar
賀	贅	kiku:wk-visually-similar
賃	資	kiku:wk-visually-similar
賄	賭	kiku:wk-visually-similar
資	贅	kiku:wk-visually-similar
距	路	kiku:wk-visually-similar
距	踏	kiku:wk-visually-similar
路	踏	kiku:wk-visually-similar
跳	逃	kiku:wk-visually-similar
践	銭	kiku:wk-visually-similar
踊	躍	kiku:wk-visually-similar
車	軍	kiku:wk-visually-similar
車	重	kiku:wk-visually-similar
較	郊	kiku:wk-visually-similar
輪	輸	kiku:wk-visually-similar
農	震	kiku:wk-visually-similar
辺	近	kiku:wk-visually-similar
返	阪	kiku:wk-visually-similar
返	飯	kiku:wk-visually-similar
迫	追	kiku:wk-visually-similar
述	迷	kiku:wk-visually-similar
述	途	kiku:wk-visually-similar
退	郎	kiku:wk-visually-similar
退	限	kiku:wk-visually-similar
送	道	kiku:wk-visually-similar
途	除	kiku:wk-visually-similar
通	週	kiku:wk-visually-similar
速	遠	kiku:wk-visually-similar
速	還	kiku:wk-visually-similar
連	運	kiku:wk-visually-similar
連	達	kiku:wk-visually-similar
進	雄	kiku:wk-visually-similar
進	雅	kiku:wk-visually-similar
進	雑	kiku:wk-visually-similar
進	離	kiku:wk-visually-similar
進	難	kiku:wk-visually-similar
遇	隅	kiku:wk-visually-similar
遊	遜	kiku:wk-visually-similar
運	達	kiku:wk-visually-similar
過	鍋	kiku:wk-visually-similar
遠	遼	kiku:wk-visually-similar
遠	還	kiku:wk-visually-similar
遣	遺	kiku:wk-visually-similar
那	邦	kiku:wk-visually-similar
那	邪	kiku:wk-visually-similar
邦	郡	kiku:wk-visually-similar
邪	雅	kiku:wk-visually-similar
郎	限	kiku:wk-visually-similar
部	都	kiku:wk-visually-similar
部	陪	kiku:wk-visually-similar
郵	陣	kiku:wk-visually-similar
酌	配	kiku:wk-visually-similar
酌	酎	kiku:wk-visually-similar
酌	酔	kiku:wk-visually-similar
酌	酢	kiku:wk-visually-similar
酌	酸	kiku:wk-visually-similar
配	酎	kiku:wk-visually-similar
配	酔	kiku:wk-visually-similar
配	酢	kiku:wk-visually-similar
配	酸	kiku:wk-visually-similar
酎	酔	kiku:wk-visually-similar
酎	酢	kiku:wk-visually-similar
酎	酸	kiku:wk-visually-similar
酔	酢	kiku:wk-visually-similar
酔	酸	kiku:wk-visually-similar
酢	酸	kiku:wk-visually-similar
鈴	銀	kiku:wk-visually-similar
鈴	錦	kiku:wk-visually-similar
鈴	齢	kiku:wk-visually-similar
銀	錦	kiku:wk-visually-similar
銀	録	kiku:wk-visually-similar
銅	阿	kiku:wk-visually-similar
銅	飼	kiku:wk-visually-similar
錦	録	kiku:wk-visually-similar
錬	鏡	kiku:wk-visually-similar
錬	鐘	kiku:wk-visually-similar
錬	陣	kiku:wk-visually-similar
錬	陳	kiku:wk-visually-similar
鏡	鐘	kiku:wk-visually-similar
閉	開	kiku:wk-visually-similar
閉	閑	kiku:wk-visually-similar
閉	間	kiku:wk-visually-similar
閉	関	kiku:wk-visually-similar
閉	閣	kiku:wk-visually-similar
開	閑	kiku:wk-visually-similar
開	間	kiku:wk-visually-similar
開	関	kiku:wk-visually-similar
開	閣	kiku:wk-visually-similar
閑	間	kiku:wk-visually-similar
閑	関	kiku:wk-visually-similar
閑	閣	kiku:wk-visually-similar
間	関	kiku:wk-visually-similar
間	閣	kiku:wk-visually-similar
関	閣	kiku:wk-visually-similar
関	閥	kiku:wk-visually-similar
閥	闘	kiku:wk-visually-similar
阪	飯	kiku:wk-visually-similar
阿	飼	kiku:wk-visually-similar
降	隆	kiku:wk-visually-similar
陛	階	kiku:wk-visually-similar
陣	陳	kiku:wk-visually-similar
陣	障	kiku:wk-visually-similar
陵	陸	kiku:wk-visually-similar
険	験	kiku:wk-visually-similar
随	髄	kiku:wk-visually-similar
隻	集	kiku:wk-visually-similar
隼	集	kiku:wk-visually-similar
雄	雅	kiku:wk-visually-similar
雄	雑	kiku:wk-visually-similar
雄	離	kiku:wk-visually-similar
雄	難	kiku:wk-visually-similar
雅	雑	kiku:wk-visually-similar
雅	離	kiku:wk-visually-similar
雅	難	kiku:wk-visually-similar
雑	離	kiku:wk-visually-similar
雑	難	kiku:wk-visually-similar
離	難	kiku:wk-visually-similar
雪	雰	kiku:wk-visually-similar
雪	雲	kiku:wk-visually-similar
雪	雷	kiku:wk-visually-similar
雪	電	kiku:wk-visually-similar
雪	震	kiku:wk-visually-similar
雪	霜	kiku:wk-visually-similar
雪	霧	kiku:wk-visually-similar
雪	露	kiku:wk-visually-similar
雰	雲	kiku:wk-visually-similar
雰	雷	kiku:wk-visually-similar
雰	電	kiku:wk-visually-similar
雰	震	kiku:wk-visually-similar
雰	霜	kiku:wk-visually-similar
雰	霧	kiku:wk-visually-similar
雰	露	kiku:wk-visually-similar
雲	雷	kiku:wk-visually-similar
雲	電	kiku:wk-visually-similar
雲	震	kiku:wk-visually-similar
雲	霜	kiku:wk-visually-similar
雲	霧	kiku:wk-visually-similar
雲	露	kiku:wk-visually-similar
雷	電	kiku:wk-visually-similar
雷	震	kiku:wk-visually-similar
雷	霜	kiku:wk-visually-similar
雷	霧	kiku:wk-visually-similar
雷	露	kiku:wk-visually-similar
電	震	kiku:wk-visually-similar
電	霜	kiku:wk-visually-similar
電	霧	kiku:wk-visually-similar
電	露	kiku:wk-visually-similar
震	霜	kiku:wk-visually-similar
震	霧	kiku:wk-visually-similar
震	露	kiku:wk-visually-similar
霜	霧	kiku:wk-visually-similar
霜	露	kiku:wk-visually-similar
霧	露	kiku:wk-visually-similar
靖	静	kiku:wk-visually-similar
靖	颯	kiku:wk-visually-similar
頂	項	kiku:wk-visually-similar
預	頑	kiku:wk-visually-similar
預	領	kiku:wk-visually-similar
預	頭	kiku:wk-visually-similar
預	頼	kiku:wk-visually-similar
預	題	kiku:wk-visually-similar
預	額	kiku:wk-visually-similar
預	顔	kiku:wk-visually-similar
預	願	kiku:wk-visually-similar
頑	領	kiku:wk-visually-similar
頑	頭	kiku:wk-visually-similar
頑	頼	kiku:wk-visually-similar
頑	題	kiku:wk-visually-similar
頑	額	kiku:wk-visually-similar
頑	顔	kiku:wk-visually-similar
頑	願	kiku:wk-visually-similar
領	頭	kiku:wk-visually-similar
領	頼	kiku:wk-visually-similar
領	題	kiku:wk-visually-similar
領	額	kiku:wk-visually-similar
領	顔	kiku:wk-visually-similar
領	願	kiku:wk-visually-similar
頭	頼	kiku:wk-visually-similar
頭	題	kiku:wk-visually-similar
頭	額	kiku:wk-visually-similar
頭	顔	kiku:wk-visually-similar
頭	願	kiku:wk-visually-similar
頼	題	kiku:wk-visually-similar
頼	額	kiku:wk-visually-similar
頼	顔	kiku:wk-visually-similar
頼	願	kiku:wk-visually-similar
題	額	kiku:wk-visually-similar
題	顔	kiku:wk-visually-similar
題	願	kiku:wk-visually-similar
額	顔	kiku:wk-visually-similar
額	願	kiku:wk-visually-similar
顔	願	kiku:wk-visually-similar
馬	鳥	kiku:wk-visually-similar
鳩	鶏	kiku:wk-visually-similar
